4,0.95048,0.378662,0.168933,0.310028,0.252404,0.12968,0.0983644,0.0570132,0.0657828,0.0285495,0.0215859,0.0294813,0.0399541,0.0253153,0.0392158,0.0355944,0.0140003,0.0167345,0.0108522
7,0.660047,0.37973,0.366139,0.250717,0.106705,0.0675204,0.0802526,0.0889903,0.0251739,0.0378286,0.0430792,0.0428431,0.0414549,0.0141274,0.0161087,0.0259371,0.00699409,0.01567,0.0179497
2,0.669256,0.2582,0.243394,0.201936,0.0970209,0.0653925,0.0619151,0.0223642,0.0219275,0.0239941,0.0428929,0.0295895,0.00922781,0.0137936,0.0129315,0.0119131,0.00586522,0.00961056,0.0121248
1,0.351205,0.152521,0.0600964,0.121149,0.029017,0.0267486,0.0183726,0.0104192,0.0212922,0.0146973,0.0171945,0.0116765,0.00822219,0.00973828,0.0140127,0.00680611,0.0038641,0.0054409,0.0058874
8,0.799771,0.261142,0.317904,0.258547,0.084286,0.100507,0.0765922,0.025757,0.0608492,0.0351466,0.032672,0.0216525,0.0242498,0.019983,0.0225654,0.0225399,0.0129138,0.0103925,0.016187
7,0.641703,0.292117,0.346357,0.255991,0.0967264,0.0731883,0.0447815,0.0813159,0.0387553,0.0367963,0.0338656,0.037732,0.0473751,0.0256842,0.00807173,0.0207333,0.0115083,0.0103848,0.0135553
1,0.382272,0.11194,0.0979264,0.0683519,0.05927,0.0462698,0.0482675,0.0298917,0.0142335,0.0137631,0.0226761,0.0217411,0.0246886,0.0237152,0.0156535,0.00885017,0.00989792,0.0140286,0.0026239
9,0.796095,0.22278,0.298514,0.301073,0.240171,0.0516751,0.0417766,0.0571311,0.045119,0.0424364,0.0385293,0.0355632,0.0375747,0.0269562,0.018526,0.0295092,0.00539896,0.0209218,0.00681914
6,0.886051,0.313476,0.322684,0.328988,0.0525317,0.0752625,0.0436487,0.0514064,0.0467244,0.0336377,0.0254938,0.0357812,0.0472014,0.00928616,0.0178023,0.0162829,0.0241608,0.0231342,0.00892259
0,0.171113,0.161591,0.0921479,0.0228851,0.0226016,0.0164103,0.0169261,0.0134532,0.00679606,0.0114068,0.00684409,0.00680173,0.00361833,0.00631745,0.00304615,0.000827191,0.00397033,0.00305933,0.0016296
0,0.156132,0.168075,0.0865053,0.00951971,0.0103674,0.0305434,0.00835811,0.0182926,0.00937576,0.0127063,0.00784323,0.00540805,0.00552249,0.00779894,0.00425298,0.00433823,0.00619186,0.00270575,0.00361596
4,0.959771,0.480926,0.203339,0.408528,0.315285,0.0780993,0.0802961,0.0607677,0.0550847,0.0447282,0.0239898,0.0349286,0.0163701,0.0344733,0.0364013,0.0175763,0.015992,0.018665,0.0189257
4,0.770358,0.523881,0.137347,0.340225,0.389818,0.153021,0.101919,0.0279392,0.0593184,0.0281911,0.0362503,0.0248506,0.0424657,0.0271917,0.0139372,0.0212276,0.00992843,0.0190722,0.0265015
1,0.369817,0.196446,0.121987,0.107998,0.0515079,0.0257024,0.0340837,0.0100222,0.0179829,0.00668378,0.0394806,0.0109668,0.0111693,0.0116608,0.0161945,0.00377029,0.00597964,0.00902742,0.00440787
0,0.194394,0.211604,0.0767302,0.0594175,0.0264803,0.0256356,0.021194,0.0205085,0.00587569,0.0064685,0.0128499,0.00404234,0.00599053,0.00600392,0.00402568,0.00386096,0.00524725,0.00334487,0.00239714
3,0.687363,0.282954,0.40694,0.315792,0.112425,0.0766639,0.0451525,0.0578378,0.0377271,0.027319,0.0332576,0.0212871,0.0381234,0.0150336,0.00956402,0.0172177,0.0146721,0.0116481,0.0117179
0,0.155192,0.16583,0.0810704,0.0626319,0.0344662,0.0261198,0.0193623,0.0132617,0.0152007,0.00931694,0.0155168,0.0126038,0.00945517,0.00551746,0.00297503,0.00411816,0.00622488,0.00294195,0.00385694
5,0.75796,0.393205,0.336574,0.237555,0.367208,0.260402,0.0878433,0.0393848,0.0480055,0.0352302,0.042539,0.0475469,0.0313854,0.0227694,0.0165851,0.0121562,0.0228862,0.0190308,0.0270459
4,0.957716,0.471235,0.155058,0.414875,0.286347,0.122507,0.091257,0.031504,0.0623808,0.0362639,0.0301032,0.0366848,0.0140446,0.0459137,0.0383884,0.018659,0.0093272,0.0224936,0.00893138
6,0.817723,0.216546,0.329619,0.348863,0.0854397,0.047428,0.0463939,0.0674243,0.0333351,0.0107968,0.0278281,0.0211595,0.0497212,0.0213837,0.00903347,0.0189883,0.0133248,0.0154139,0.0145533
3,0.711129,0.389381,0.431778,0.322271,0.0633289,0.087682,0.0582415,0.0628188,0.0488351,0.0129419,0.0369167,0.0240034,0.0483786,0.016782,0.0289385,0.0175598,0.017189,0.0258095,0.012421
4,0.940152,0.426213,0.113456,0.41283,0.299368,0.102928,0.0953361,0.0338613,0.0659043,0.0429957,0.0286952,0.0318524,0.0194608,0.0278213,0.0417308,0.0235552,0.0200257,0.0190453,0.00904008
6,0.901721,0.311252,0.324522,0.335725,0.0577236,0.0662342,0.0388128,0.0525575,0.0488219,0.0258464,0.0271819,0.0286771,0.0498783,0.0127782,0.0119579,0.0193684,0.0182894,0.0258836,0.0070523
8,0.750694,0.222291,0.350412,0.207034,0.119731,0.154515,0.0662516,0.0589663,0.0430509,0.0646832,0.0300653,0.0285049,0.0279377,0.0181109,0.0214414,0.0218481,0.0126582,0.0135372,0.0132903
4,0.958359,0.397213,0.0495051,0.324002,0.322161,0.120952,0.0701926,0.0204678,0.0532083,0.0233287,0.0455691,0.0214052,0.0138765,0.0124042,0.0307239,0.0271086,0.0337576,0.0048265,0.0114082
4,0.951079,0.368006,0.0327609,0.278662,0.303625,0.152607,0.0513128,0.0359357,0.0471946,0.0254144,0.0384911,0.0219089,0.014751,0.0162592,0.022955,0.0184138,0.0355352,0.0108338,0.00919417
9,0.875784,0.242894,0.30857,0.269546,0.206916,0.0266799,0.0532912,0.0252207,0.0569218,0.0220277,0.0254678,0.0162143,0.0199129,0.0253347,0.0392437,0.0127696,0.0168059,0.0160813,0.0234122
2,0.646261,0.302687,0.299921,0.150852,0.0594531,0.0561081,0.0387701,0.016108,0.0202195,0.0311699,0.0353709,0.0222492,0.00771803,0.0116297,0.0154439,0.010291,0.00699046,0.00874458,0.00778855
7,0.68346,0.335181,0.352979,0.243553,0.113563,0.129185,0.0576936,0.103931,0.0566792,0.0330174,0.0154272,0.020241,0.0224797,0.0419637,0.02875,0.0135519,0.0165513,0.00819946,0.0179248
6,0.851835,0.245687,0.2695,0.324419,0.113198,0.0455684,0.0547952,0.0350909,0.0628265,0.0163247,0.0209751,0.0146191,0.0378033,0.0231527,0.0261147,0.0110032,0.0126195,0.0118817,0.0248766
6,0.897181,0.270933,0.300727,0.332523,0.0887285,0.0599354,0.0314685,0.0470415,0.0561041,0.022623,0.0271068,0.0198972,0.0479232,0.0229283,0.0129889,0.0205128,0.00812187,0.0292683,0.0112568
9,0.778059,0.189411,0.34422,0.323227,0.261901,0.0834551,0.0451621,0.053172,0.026608,0.0477095,0.0277113,0.0480613,0.0367576,0.025564,0.0175279,0.0243486,0.00943178,0.0138181,0.0138606
0,0.174613,0.186092,0.0726034,0.057492,0.0287248,0.0218494,0.0225436,0.0173303,0.00617577,0.00536288,0.01054,0.00454887,0.00630358,0.00608465,0.004672,0.0029491,0.00358222,0.00270524,0.00247462
1,0.349679,0.161553,0.0541436,0.113587,0.0466263,0.0321022,0.0181218,0.0117841,0.0202789,0.00806145,0.0199227,0.00741415,0.00918114,0.0091083,0.00759079,0.00746346,0.00581285,0.00559004,0.00487095
0,0.145225,0.144787,0.0618631,0.0335224,0.028293,0.0224643,0.0143554,0.0214021,0.00787322,0.00921181,0.00883483,0.00723934,0.00678373,0.00312998,0.00506717,0.00354584,0.00153485,0.0045229,0.00352205
0,0.140406,0.165495,0.0681938,0.0260638,0.0265756,0.0239147,0.0198965,0.0183521,0.00320865,0.0144813,0.0163518,0.00609254,0.00787147,0.0117457,0.00515667,0.00533617,0.00328012,0.00788767,0.00312748
8,0.775552,0.327064,0.374749,0.173543,0.151521,0.166908,0.0435362,0.0781636,0.0331176,0.0345802,0.0389878,0.0309128,0.0338656,0.0392576,0.0212573,0.0142313,0.0247758,0.00846092,0.00870145
3,0.681276,0.411638,0.405783,0.295228,0.0510817,0.0787149,0.0678941,0.0517693,0.0349648,0.0122895,0.0376798,0.0289517,0.0350493,0.0196188,0.0278527,0.0184308,0.013154,0.014969,0.0142301
7,0.693384,0.434348,0.385323,0.235098,0.116487,0.074021,0.130718,0.0673335,0.0366843,0.0399774,0.0289781,0.0432296,0.0319107,0.0301746,0.0235675,0.0271069,0.0152096,0.0143399,0.00929678
8,0.675016,0.227155,0.322983,0.257817,0.0725933,0.124224,0.0647736,0.0343095,0.0534732,0.0487337,0.0239178,0.0378018,0.0194588,0.0201889,0.021258,0.0135876,0.00689148,0.0157351,0.0103228
7,0.588741,0.250877,0.345694,0.24663,0.0541245,0.103095,0.0379794,0.0764762,0.0402262,0.0336913,0.0070276,0.0204905,0.0273778,0.0146798,0.0270531,0.0118609,0.0174796,0.0233129,0.00788909
5,0.798378,0.362502,0.272476,0.286931,0.421305,0.175551,0.10377,0.0715563,0.0398065,0.0677988,0.0626983,0.0363907,0.0320277,0.018915,0.0258123,0.0211812,0.0367995,0.0148434,0.0163186
3,0.614513,0.362306,0.398688,0.274724,0.0997955,0.0804409,0.0289424,0.0661192,0.0444646,0.0351711,0.029073,0.0219493,0.0325273,0.0338872,0.0295782,0.0222954,0.0301909,0.01091,0.00549894
6,1.00487,0.197847,0.180545,0.364396,0.164123,0.053795,0.114194,0.0571159,0.0193514,0.0340494,0.0213114,0.0496392,0.030703,0.0138094,0.006527,0.0165036,0.00653419,0.0141857,0.0170949
1,0.363391,0.184716,0.0807243,0.101556,0.0260309,0.0341703,0.0532997,0.0269232,0.013782,0.0240696,0.011823,0.0164719,0.00988997,0.0177181,0.0200667,0.0118262,0.0116234,0.0118154,0.0134872
3,0.775787,0.333455,0.391384,0.279982,0.075068,0.0851594,0.0560284,0.0609897,0.035091,0.0158643,0.031804,0.0184931,0.0355704,0.0174824,0.0142297,0.0111217,0.0196622,0.00802454,0.00799024
9,0.839046,0.108409,0.290092,0.286342,0.185567,0.0433382,0.0678732,0.0250606,0.0472253,0.0351299,0.0166912,0.0328854,0.01825,0.0271096,0.0259256,0.0126431,0.021258,0.0139006,0.00892966
6,0.820993,0.240415,0.261092,0.32062,0.114333,0.044835,0.0527689,0.0360108,0.0555759,0.0248495,0.0221757,0.0201594,0.0411849,0.023454,0.0289915,0.0061765,0.0139857,0.00942277,0.0223509
6,0.814381,0.258745,0.347212,0.354662,0.0536851,0.0832395,0.0257702,0.0660686,0.0334974,0.01626,0.0478927,0.0481009,0.0432174,0.00509743,0.0175891,0.0205465,0.0191898,0.0135784,0.0100603
2,0.678565,0.311371,0.291103,0.141715,0.046616,0.0531686,0.0380718,0.0179887,0.024974,0.0271447,0.0357535,0.0144955,0.00360306,0.0170179,0.0143942,0.00948653,0.0122133,0.00852894,0.00639731
8,0.624458,0.172795,0.231038,0.206365,0.107825,0.0247802,0.0466429,0.0348993,0.0559052,0.0431522,0.0258535,0.0104008,0.0119349,0.0159351,0.0123538,0.00966415,0.0134591,0.0102183,0.014319
6,0.772584,0.179431,0.308857,0.340617,0.084375,0.0690705,0.0568583,0.0494114,0.0420186,0.0240194,0.0348668,0.0153692,0.0501112,0.0196325,0.00920018,0.023111,0.013107,0.0110679,0.0214
5,0.714382,0.31721,0.215605,0.37624,0.368782,0.171797,0.0873763,0.0663468,0.0469696,0.075573,0.0543663,0.0413095,0.0324935,0.00726299,0.0353034,0.0222066,0.0396171,0.018317,0.010876
4,0.906382,0.386369,0.0713695,0.344489,0.300614,0.126369,0.0831277,0.0255056,0.0640716,0.0154659,0.043781,0.0264921,0.0243437,0.0160695,0.0287186,0.0243966,0.0277179,0.0141693,0.00923788
0,0.181893,0.166276,0.0880558,0.0124256,0.0239967,0.0254737,0.0198223,0.0187595,0.00413333,0.0122975,0.00444141,0.00810729,0.0075591,0.00619334,0.00462604,0.00160303,0.0055055,0.00373105,0.00170691
2,0.630814,0.31202,0.299337,0.159978,0.0490365,0.0645733,0.0395189,0.0271031,0.0200679,0.0179032,0.0465434,0.0294218,0.00858753,0.0229979,0.0139738,0.0136668,0.00588851,0.014755,0.0153662
2,0.684817,0.322093,0.298667,0.135088,0.0449431,0.0550248,0.0339332,0.0148466,0.0290454,0.0284335,0.0369162,0.0125891,0.00543098,0.0187347,0.0132737,0.00651165,0.0112977,0.00919923,0.00838005
4,0.946149,0.42069,0.0851128,0.368035,0.270263,0.156305,0.0780707,0.0281524,0.0671653,0.0161212,0.0405017,0.0374877,0.0312704,0.0272707,0.0553172,0.0240929,0.00496941,0.0201345,0.00390159
2,0.679623,0.336755,0.291913,0.181071,0.0435851,0.0533892,0.0323098,0.0237188,0.0191223,0.027914,0.0496162,0.0212955,0.0178293,0.019343,0.0155966,0.0210518,0.0105576,0.0169912,0.00627649
9,0.828523,0.295038,0.448475,0.315179,0.0856563,0.0892701,0.0436233,0.0767624,0.0139731,0.0335673,0.0390663,0.0208538,0.0330955,0.00973437,0.0300734,0.0133866,0.0143699,0.00865443,0.0135424
0,0.206586,0.133874,0.0852191,0.0361499,0.044153,0.0296161,0.0163335,0.0127215,0.00812543,0.0137734,0.0119187,0.00450539,0.00799689,0.00751853,0.00404928,0.00495864,0.00293849,0.0049433,0.00197732
6,0.877086,0.251103,0.26534,0.345232,0.0812619,0.0428314,0.0526989,0.0512048,0.0432654,0.0151148,0.0251237,0.0212758,0.0441077,0.024938,0.0222025,0.0209821,0.00840535,0.0147562,0.0176832
1,0.335558,0.179477,0.0760124,0.109244,0.0383941,0.0292446,0.0416762,0.0194629,0.0160025,0.0147623,0.0160274,0.0166228,0.0048598,0.00531465,0.0171739,0.01404,0.00560482,0.00596711,0.0128296
4,0.978406,0.503962,0.162706,0.402053,0.275757,0.133128,0.0944509,0.0398709,0.0566821,0.0425073,0.0250716,0.0399533,0.0123145,0.0521909,0.0278707,0.0181716,0.0142247,0.0196317,0.0150359
9,0.750602,0.183914,0.310557,0.290344,0.295037,0.0636285,0.0520907,0.0486375,0.0365906,0.0383279,0.0368114,0.0337429,0.0364882,0.0363612,0.0219362,0.0216263,0.0103376,0.0155113,0.0118841
0,0.132633,0.170317,0.0785175,0.029208,0.0307176,0.0189687,0.0246995,0.017695,0.00708626,0.00789674,0.00750777,0.00871343,0.00375038,0.00559958,0.00393842,0.00297647,0.0030792,0.00528634,0.00180308
0,0.106744,0.159282,0.0564142,0.0218903,0.0221031,0.0159038,0.00688493,0.0161947,0.00678885,0.0127795,0.0129733,0.00192287,0.00956974,0.00828155,0.00441011,0.00423335,0.00735888,0.0037284,0.00455401
1,0.383255,0.158906,0.0825221,0.098986,0.0408995,0.0418488,0.0379431,0.016171,0.0153471,0.0263399,0.0176106,0.0172696,0.00789637,0.00821921,0.0132058,0.00583957,0.00322855,0.0137851,0.0083695
2,0.646299,0.31735,0.298584,0.144163,0.0559551,0.0585511,0.0357205,0.0164456,0.019508,0.0316567,0.0351695,0.0207928,0.00771541,0.0113388,0.0157484,0.0105807,0.00763816,0.00914096,0.00700719
8,0.668265,0.2325,0.310104,0.257141,0.0804502,0.120775,0.0691286,0.033298,0.0583069,0.0432258,0.0212388,0.0378318,0.0212059,0.0197508,0.0175801,0.022367,0.00687483,0.0126976,0.0142367
5,0.752781,0.331168,0.296887,0.154903,0.302962,0.293549,0.0787105,0.0393876,0.0308301,0.0248877,0.0544013,0.0541205,0.0313344,0.0122532,0.0149945,0.0151808,0.0138438,0.0129712,0.0233545
5,0.73656,0.328888,0.21653,0.413743,0.372285,0.136445,0.0900142,0.0805583,0.0597228,0.0581522,0.0684263,0.0213624,0.0316608,0.0148158,0.0382566,0.0161921,0.0421812,0.0104148,0.010744
0,0.175512,0.186007,0.0672227,0.0653074,0.031752,0.0193931,0.0231938,0.0157711,0.00758973,0.00446616,0.00839197,0.00540599,0.00886416,0.00636419,0.00488783,0.00368341,0.00307325,0.00345343,0.00178657
0,0.136499,0.142954,0.0654604,0.0278916,0.0276993,0.0236626,0.0150566,0.0224741,0.00719209,0.00984487,0.00891708,0.00724888,0.00549994,0.00175564,0.00455195,0.00759001,0.00156945,0.00339772,0.00242509
7,0.706932,0.27278,0.356121,0.255127,0.0738274,0.109791,0.0644315,0.0861841,0.0554035,0.0441635,0.0173102,0.0240735,0.0262442,0.0261713,0.0323042,0.0142752,0.0229243,0.0145892,0.00628338
1,0.442969,0.146576,0.0965373,0.073641,0.0476847,0.0351157,0.0360311,0.0132937,0.0243842,0.0209552,0.0111896,0.00969575,0.0208664,0.0151096,0.0127962,0.00961347,0.0144725,0.0147528,0.00822975
6,0.814337,0.264062,0.3414,0.348087,0.0477414,0.0848513,0.0264915,0.0658535,0.0319202,0.0192302,0.0443612,0.0468302,0.0424321,0.00680032,0.0159005,0.0217847,0.0180179,0.0124393,0.0100465
8,0.749078,0.264369,0.310876,0.262235,0.0694486,0.0839741,0.0757313,0.0199375,0.0615516,0.0379612,0.0359737,0.0227794,0.02399,0.0220426,0.0169527,0.020159,0.013164,0.0104028,0.0112662
9,0.791213,0.219797,0.312081,0.307507,0.26544,0.0868824,0.0527686,0.0606711,0.0294862,0.0454313,0.0353337,0.0445405,0.0391418,0.0253566,0.0141163,0.0259932,0.00425864,0.0182637,0.0114105
6,0.82522,0.177143,0.232888,0.290431,0.129087,0.0409058,0.0468445,0.0347353,0.0453274,0.0313753,0.0149804,0.0222029,0.0226154,0.0259916,0.0288543,0.00713881,0.00666369,0.00793578,0.0183027
6,0.866078,0.175979,0.195935,0.330896,0.207075,0.0618281,0.0575015,0.0403355,0.0356186,0.0270736,0.0130675,0.0180514,0.0310027,0.010133,0.0266337,0.0183659,0.0121695,0.0168255,0.00863948
9,0.744192,0.159822,0.285921,0.287041,0.245831,0.0698337,0.0883938,0.0644116,0.0290931,0.0267597,0.0500406,0.042442,0.0454331,0.0317434,0.0169798,0.0208438,0.00778488,0.0229854,0.0137197
5,0.737715,0.323702,0.206512,0.408628,0.370282,0.139625,0.0891723,0.078493,0.0579654,0.0577033,0.0640491,0.0285238,0.0361617,0.0141232,0.0349383,0.0166724,0.0420794,0.0122745,0.0123455
6,0.995254,0.192622,0.175929,0.375394,0.170843,0.0545478,0.110024,0.0587039,0.0192578,0.0350314,0.0196624,0.0487777,0.031568,0.0160159,0.00995071,0.0143509,0.0100746,0.016232,0.0172199
6,0.660481,0.13299,0.274657,0.280248,0.138217,0.0464452,0.0658605,0.0444801,0.023876,0.035718,0.0180802,0.0190483,0.0150168,0.0274318,0.0239215,0.0128396,0.015352,0.0141214,0.0151828
3,0.66807,0.383947,0.426796,0.305689,0.0580042,0.089542,0.0648801,0.0534928,0.0354787,0.0147205,0.0321292,0.0284598,0.0357201,0.0239075,0.0277047,0.0174127,0.0187651,0.0155807,0.0123458
4,0.997559,0.272494,0.0877151,0.274845,0.359788,0.194325,0.0564473,0.0542703,0.0656692,0.0162406,0.0372276,0.0238018,0.0191671,0.0187525,0.00943422,0.0337299,0.0249464,0.0175023,0.0126254
